51054: Accelerometer { acceleration: Vector3 { x: 0.21547815, y: 0.18495208, z: 9.5492735 }, raw_data: Vector3 { x: 120, y: 103, z: 5318 } }
1409424: Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -2, y: -1, z: 0 } }
1409494: Barometer { pressure: 100841.0, temperature: 19.56, raw_data: 100841 }
1409501: Accelerometer { acceleration: Vector3 { x: 0.21547815, y: 0.16699557, z: 9.527725 }, raw_data: Vector3 { x: 120, y: 93, z: 5306 } }
1409504: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0031958905, z: 0.0 }, raw_data: Vector3 { x: -4, y: -3, z: 0 } }
1419516: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0031958905, z: 0.0 }, raw_data: Vector3 { x: -4, y: -3, z: 0 } }
1419587: Accelerometer { acceleration: Vector3 { x: 0.20829555, y: 0.17417817, z: 9.531317 }, raw_data: Vector3 { x: 116, y: 97, z: 5308 } }
1429040: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -4, y: -2, z: 0 } }
1439566: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -2, z: 1 } }
1439655: Accelerometer { acceleration: Vector3 { x: 0.21906945, y: 0.16699557, z: 9.540296 }, raw_data: Vector3 { x: 122, y: 93, z: 5313 } }
1449065: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
1459419: Accelerometer { acceleration: Vector3 { x: 0.21906945, y: 0.16160862, z: 9.536704 }, raw_data: Vector3 { x: 122, y: 90, z: 5311 } }
1459481: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
1469061: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
1478996: Accelerometer { acceleration: Vector3 { x: 0.24061728, y: 0.16699557, z: 9.545682 }, raw_data: Vector3 { x: 134, y: 93, z: 5316 } }
1479083: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
1489011: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: 0, z: 1 } }
1498990: Accelerometer { acceleration: Vector3 { x: 0.20829555, y: 0.17417817, z: 9.543886 }, raw_data: Vector3 { x: 116, y: 97, z: 5315 } }
1499088: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -4, y: 0, z: 1 } }
1508982: Gyroscope { angular_velocity: Vector3 { x: -0.0053264843, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -5, y: -1, z: 1 } }
1560338: Accelerometer { acceleration: Vector3 { x: 0.2172738, y: 0.17058687, z: 9.551069 }, raw_data: Vector3 { x: 121, y: 95, z: 5319 } }
1560427: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -4, y: -1, z: 0 } }
1560519: Barometer { pressure: 100843.0, temperature: 19.56, raw_data: 100843 }
1560632: Accelerometer { acceleration: Vector3 { x: 0.22804771, y: 0.16699557, z: 9.534908 }, raw_data: Vector3 { x: 127, y: 93, z: 5310 } }
1560735: Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: 0.0, z: 0.0 }, raw_data: Vector3 { x: -2, y: 0, z: 0 } }
1569994: Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -2, y: 0, z: 1 } }
1579968: Accelerometer { acceleration: Vector3 { x: 0.23702596, y: 0.17058687, z: 9.545682 }, raw_data: Vector3 { x: 132, y: 95, z: 5316 } }
1580027: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: 0, z: 1 } }
1596548: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
1596616: Accelerometer { acceleration: Vector3 { x: 0.22984336, y: 0.17417817, z: 9.552865 }, raw_data: Vector3 { x: 128, y: 97, z: 5320 } }
1596708: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
1606180: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
1616177: Accelerometer { acceleration: Vector3 { x: 0.20829555, y: 0.16699557, z: 9.54209 }, raw_data: Vector3 { x: 116, y: 93, z: 5314 } }
1616260: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: 0, z: 1 } }
1626214: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: 1, z: 1 } }
1636168: Accelerometer { acceleration: Vector3 { x: 0.23343466, y: 0.17238252, z: 9.5385 }, raw_data: Vector3 { x: 130, y: 96, z: 5312 } }
1636241: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: 0.0021305936, z: 0.0010652968 }, raw_data: Vector3 { x: -4, y: 2, z: 1 } }
1646196: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: 0.0021305936, z: 0.0010652968 }, raw_data: Vector3 { x: -4, y: 2, z: 1 } }
1656185: Accelerometer { acceleration: Vector3 { x: 0.2208651, y: 0.17238252, z: 9.545682 }, raw_data: Vector3 { x: 123, y: 96, z: 5316 } }
1656249: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: 0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -4, y: 1, z: 1 } }
1666244: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0021305936 }, raw_data: Vector3 { x: -3, y: 0, z: 2 } }
1720914: Accelerometer { acceleration: Vector3 { x: 0.20470424, y: 0.16160862, z: 9.54209 }, raw_data: Vector3 { x: 114, y: 90, z: 5314 } }
1720990: Barometer { pressure: 100844.0, temperature: 19.56, raw_data: 100844 }
1721084: Accelerometer { acceleration: Vector3 { x: 0.22625206, y: 0.17058687, z: 9.543886 }, raw_data: Vector3 { x: 126, y: 95, z: 5315 } }
1721174: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: 0.0, z: 0.0 }, raw_data: Vector3 { x: -4, y: 0, z: 0 } }
1721263: Accelerometer { acceleration: Vector3 { x: 0.22625206, y: 0.16160862, z: 9.560047 }, raw_data: Vector3 { x: 126, y: 90, z: 5324 } }
1721355: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -4, y: -1, z: 0 } }
1730573: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -3, y: -1, z: 0 } }
1730642: Accelerometer { acceleration: Vector3 { x: 0.22445641, y: 0.17058687, z: 9.534908 }, raw_data: Vector3 { x: 125, y: 95, z: 5310 } }
1739946: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -3, y: -2, z: 0 } }
1749965: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
1750054: Accelerometer { acceleration: Vector3 { x: 0.2172738, y: 0.15981296, z: 9.533113 }, raw_data: Vector3 { x: 121, y: 89, z: 5309 } }
1759991: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: 0, z: 1 } }
1770046: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: 0, z: 1 } }
1770129: Accelerometer { acceleration: Vector3 { x: 0.21906945, y: 0.17597382, z: 9.545682 }, raw_data: Vector3 { x: 122, y: 98, z: 5316 } }
1780021: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0021305936 }, raw_data: Vector3 { x: -3, y: 0, z: 2 } }
1789969: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0021305936 }, raw_data: Vector3 { x: -3, y: -1, z: 2 } }
1790039: Accelerometer { acceleration: Vector3 { x: 0.21906945, y: 0.17417817, z: 9.551069 }, raw_data: Vector3 { x: 122, y: 97, z: 5319 } }
1800033: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
1810021: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0010652968, z: 0.0021305936 }, raw_data: Vector3 { x: -4, y: -1, z: 2 } }
1810093: Accelerometer { acceleration: Vector3 { x: 0.22984336, y: 0.17238252, z: 9.552865 }, raw_data: Vector3 { x: 128, y: 96, z: 5320 } }
1820038: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: 0.0, z: 0.0021305936 }, raw_data: Vector3 { x: -4, y: 0, z: 2 } }
1830006: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: 0.0, z: 0.0021305936 }, raw_data: Vector3 { x: -4, y: 0, z: 2 } }
1830073: Accelerometer { acceleration: Vector3 { x: 0.22984336, y: 0.17597382, z: 9.543886 }, raw_data: Vector3 { x: 128, y: 98, z: 5315 } }
1878370: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: 0, z: 1 } }
1878443: Barometer { pressure: 100841.0, temperature: 19.56, raw_data: 100841 }
1878451: Accelerometer { acceleration: Vector3 { x: 0.21547815, y: 0.16340427, z: 9.533113 }, raw_data: Vector3 { x: 120, y: 91, z: 5309 } }
1878465: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -3, y: -2, z: 0 } }
1889733: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -3, y: -2, z: 0 } }
1889808: Accelerometer { acceleration: Vector3 { x: 0.20290859, y: 0.16699557, z: 9.543886 }, raw_data: Vector3 { x: 113, y: 93, z: 5315 } }
1899072: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: -0.0010652968 }, raw_data: Vector3 { x: -3, y: -2, z: -1 } }
1910678: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: -0.0010652968 }, raw_data: Vector3 { x: -3, y: -2, z: -1 } }
1910741: Accelerometer { acceleration: Vector3 { x: 0.21906945, y: 0.17597382, z: 9.545682 }, raw_data: Vector3 { x: 122, y: 98, z: 5316 } }
1919396: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: -0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: -1 } }
1930692: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -3, y: -1, z: 0 } }
1930768: Accelerometer { acceleration: Vector3 { x: 0.22445641, y: 0.16699557, z: 9.545682 }, raw_data: Vector3 { x: 125, y: 93, z: 5316 } }
1939433: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0 }, raw_data: Vector3 { x: -3, y: 0, z: 0 } }
1949413: Accelerometer { acceleration: Vector3 { x: 0.22266077, y: 0.16519992, z: 9.540296 }, raw_data: Vector3 { x: 124, y: 92, z: 5313 } }
1949489: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0 }, raw_data: Vector3 { x: -3, y: 0, z: 0 } }
1959021: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
1969080: Accelerometer { acceleration: Vector3 { x: 0.2136825, y: 0.16519992, z: 9.5385 }, raw_data: Vector3 { x: 119, y: 92, z: 5312 } }
1969140: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
1979010: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -4, y: 0, z: 1 } }
2017678: Barometer { pressure: 100843.0, temperature: 19.57, raw_data: 100843 }
2030791: Accelerometer { acceleration: Vector3 { x: 0.21906945, y: 0.16160862, z: 9.547478 }, raw_data: Vector3 { x: 122, y: 90, z: 5317 } }
2030864: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: 0, z: 1 } }
2030873: Accelerometer { acceleration: Vector3 { x: 0.21188685, y: 0.17417817, z: 9.54209 }, raw_data: Vector3 { x: 118, y: 97, z: 5314 } }
2030877: Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0010652968, z: 0.0021305936 }, raw_data: Vector3 { x: -2, y: -1, z: 2 } }
2040004: Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0021305936, z: 0.0021305936 }, raw_data: Vector3 { x: -2, y: -2, z: 2 } }
2050021: Accelerometer { acceleration: Vector3 { x: 0.2172738, y: 0.16160862, z: 9.545682 }, raw_data: Vector3 { x: 121, y: 90, z: 5316 } }
2050096: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0021305936 }, raw_data: Vector3 { x: -3, y: -2, z: 2 } }
2059945: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -2, z: 1 } }
2069950: Accelerometer { acceleration: Vector3 { x: 0.21188685, y: 0.15622166, z: 9.52593 }, raw_data: Vector3 { x: 118, y: 87, z: 5305 } }
2070004: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0021305936, z: 0.0010652968 }, raw_data: Vector3 { x: -4, y: -2, z: 1 } }
2086687: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
2086753: Accelerometer { acceleration: Vector3 { x: 0.2208651, y: 0.17238252, z: 9.540296 }, raw_data: Vector3 { x: 123, y: 96, z: 5313 } }
2086848: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: 0, z: 1 } }
2096391: Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -2, y: 0, z: 1 } }
2106383: Accelerometer { acceleration: Vector3 { x: 0.23702596, y: 0.15801731, z: 9.545682 }, raw_data: Vector3 { x: 132, y: 88, z: 5316 } }
2106450: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
2116449: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
2126382: Accelerometer { acceleration: Vector3 { x: 0.22804771, y: 0.16160862, z: 9.536704 }, raw_data: Vector3 { x: 127, y: 90, z: 5311 } }
2126441: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
2136497: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
2191315: Accelerometer { acceleration: Vector3 { x: 0.21906945, y: 0.16699557, z: 9.529521 }, raw_data: Vector3 { x: 122, y: 93, z: 5307 } }
2191387: Barometer { pressure: 100840.0, temperature: 19.56, raw_data: 100840 }
2191395: Accelerometer { acceleration: Vector3 { x: 0.21547815, y: 0.15622166, z: 9.5385 }, raw_data: Vector3 { x: 120, y: 87, z: 5312 } }
2191399: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -4, y: -1, z: 1 } }
2191403: Accelerometer { acceleration: Vector3 { x: 0.22266077, y: 0.15801731, z: 9.547478 }, raw_data: Vector3 { x: 124, y: 88, z: 5317 } }
2191406: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: 0, z: 1 } }
2201013: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: 0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -4, y: 1, z: 0 } }
2201085: Accelerometer { acceleration: Vector3 { x: 0.2172738, y: 0.17058687, z: 9.547478 }, raw_data: Vector3 { x: 121, y: 95, z: 5317 } }
2210955: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: 0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -4, y: 2, z: 0 } }
2220948: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: 0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -4, y: 1, z: 0 } }
2221002: Accelerometer { acceleration: Vector3 { x: 0.21547815, y: 0.16340427, z: 9.558251 }, raw_data: Vector3 { x: 120, y: 91, z: 5323 } }
2231031: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: 0.0, z: 0.0 }, raw_data: Vector3 { x: -4, y: 0, z: 0 } }
2241600: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -4, y: -1, z: 0 } }
2241659: Accelerometer { acceleration: Vector3 { x: 0.22266077, y: 0.16519992, z: 9.5385 }, raw_data: Vector3 { x: 124, y: 92, z: 5312 } }
2251245: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -2, z: 1 } }
2260954: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -2, z: 1 } }
2261040: Accelerometer { acceleration: Vector3 { x: 0.22445641, y: 0.16699557, z: 9.533113 }, raw_data: Vector3 { x: 125, y: 93, z: 5309 } }
2270983: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -4, y: -1, z: 1 } }
2281008: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -4, y: -1, z: 1 } }
2281066: Accelerometer { acceleration: Vector3 { x: 0.21547815, y: 0.16879122, z: 9.547478 }, raw_data: Vector3 { x: 120, y: 94, z: 5317 } }
2291004: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -4, y: 0, z: 1 } }
2342332: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0 }, raw_data: Vector3 { x: -3, y: 0, z: 0 } }
2342396: Accelerometer { acceleration: Vector3 { x: 0.24779987, y: 0.16879122, z: 9.556456 }, raw_data: Vector3 { x: 138, y: 94, z: 5322 } }
2342484: Barometer { pressure: 100841.0, temperature: 19.56, raw_data: 100841 }
2342566: Accelerometer { acceleration: Vector3 { x: 0.2208651, y: 0.16160862, z: 9.552865 }, raw_data: Vector3 { x: 123, y: 90, z: 5320 } }
2342647: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -2, z: 1 } }
2352011: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0031958905, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -3, z: 1 } }
2361975: Accelerometer { acceleration: Vector3 { x: 0.22445641, y: 0.16160862, z: 9.5492735 }, raw_data: Vector3 { x: 125, y: 90, z: 5318 } }
2362041: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -2, z: 1 } }
2371977: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -3, y: -1, z: 0 } }
2381978: Accelerometer { acceleration: Vector3 { x: 0.23523031, y: 0.15622166, z: 9.54209 }, raw_data: Vector3 { x: 131, y: 87, z: 5314 } }
2382041: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -3, y: -1, z: 0 } }
2392015: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -3, y: -1, z: 0 } }
2402015: Accelerometer { acceleration: Vector3 { x: 0.22625206, y: 0.15083471, z: 9.552865 }, raw_data: Vector3 { x: 126, y: 84, z: 5320 } }
2402089: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -4, y: -1, z: 0 } }
2412002: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -4, y: -1, z: 0 } }
2422004: Accelerometer { acceleration: Vector3 { x: 0.22984336, y: 0.16160862, z: 9.5385 }, raw_data: Vector3 { x: 128, y: 90, z: 5312 } }
2422076: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: 0.0, z: 0.0 }, raw_data: Vector3 { x: -4, y: 0, z: 0 } }
2431975: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -4, y: -1, z: 0 } }
2441946: Accelerometer { acceleration: Vector3 { x: 0.23163901, y: 0.17417817, z: 9.547478 }, raw_data: Vector3 { x: 129, y: 97, z: 5317 } }
2442006: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -4, y: -1, z: 0 } }
2490302: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0021305936, z: 0.0010652968 }, raw_data: Vector3 { x: -4, y: -2, z: 1 } }
2490373: Barometer { pressure: 100840.0, temperature: 19.57, raw_data: 100840 }
2490383: Accelerometer { acceleration: Vector3 { x: 0.2136825, y: 0.15622166, z: 9.531317 }, raw_data: Vector3 { x: 119, y: 87, z: 5308 } }
2490388: Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -2, y: -1, z: 1 } }
2499552: Accelerometer { acceleration: Vector3 { x: 0.24241292, y: 0.17417817, z: 9.5385 }, raw_data: Vector3 { x: 135, y: 97, z: 5312 } }
2499618: Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -2, y: -1, z: 1 } }
2508978: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
2518944: Accelerometer { acceleration: Vector3 { x: 0.24061728, y: 0.17597382, z: 9.54209 }, raw_data: Vector3 { x: 134, y: 98, z: 5314 } }
2519024: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: 0, z: 1 } }
2528983: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0 }, raw_data: Vector3 { x: -3, y: 0, z: 0 } }
2539004: Accelerometer { acceleration: Vector3 { x: 0.21188685, y: 0.16519992, z: 9.540296 }, raw_data: Vector3 { x: 118, y: 92, z: 5313 } }
2539084: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -3, y: -1, z: 0 } }
2548954: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -3, y: -2, z: 0 } }
2558991: Accelerometer { acceleration: Vector3 { x: 0.20649989, y: 0.15801731, z: 9.543886 }, raw_data: Vector3 { x: 115, y: 88, z: 5315 } }
2559064: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0021305936, z: -0.0010652968 }, raw_data: Vector3 { x: -4, y: -2, z: -1 } }
2568983: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0010652968, z: -0.0010652968 }, raw_data: Vector3 { x: -4, y: -1, z: -1 } }
2579000: Accelerometer { acceleration: Vector3 { x: 0.22804771, y: 0.16340427, z: 9.54209 }, raw_data: Vector3 { x: 127, y: 91, z: 5314 } }
2579078: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: 0.0, z: -0.0010652968 }, raw_data: Vector3 { x: -4, y: 0, z: -1 } }
2588928: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -3, y: 1, z: 0 } }
2598929: Accelerometer { acceleration: Vector3 { x: 0.2136825, y: 0.16699557, z: 9.524135 }, raw_data: Vector3 { x: 119, y: 93, z: 5304 } }
2598984: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0021305936, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: 2, z: 1 } }
2647218: Barometer { pressure: 100837.0, temperature: 19.57, raw_data: 100837 }
2647289: Accelerometer { acceleration: Vector3 { x: 0.22804771, y: 0.16879122, z: 9.558251 }, raw_data: Vector3 { x: 127, y: 94, z: 5323 } }
2647299: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0021305936, z: 0.0010652968 }, raw_data: Vector3 { x: -4, y: -2, z: 1 } }
2647303: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
2657025: Accelerometer { acceleration: Vector3 { x: 0.21188685, y: 0.15801731, z: 9.554661 }, raw_data: Vector3 { x: 118, y: 88, z: 5321 } }
2657086: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0 }, raw_data: Vector3 { x: -3, y: 0, z: 0 } }
2666974: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -3, y: -1, z: 0 } }
2676968: Accelerometer { acceleration: Vector3 { x: 0.20829555, y: 0.17238252, z: 9.534908 }, raw_data: Vector3 { x: 116, y: 96, z: 5310 } }
2677031: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -3, y: -2, z: 0 } }
